property_id,online_booking,photo_count,image_urls_webp,image_urls_jpg,main_image,main_image_alt,multimedia_types,has_plan,has_virtual_tour,has_video,has_home_staging,has_map,agency_name,agency_url,agency_logo,title,property_url,price,old_price,discount_percentage,has_discount,bedrooms,surface_m2,floor_info,description,property_tags
108626553,false,99,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8a/d7/5e/1350344002.webp,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8a/d7/5e/1350344002.jpg,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8a/d7/5e/1350344002.jpg,First photo of the property,VIRTUAL_TOUR_360|MAP,False,True,False,False,True,Wellmann Immobilien,/en/pro/wellmann-immobilien/,https://st3.idealista.com/3a/9a/db/wellmann-immobilien.gif,Estate in Tijarafe,/en/inmueble/108626553/,420000,,,False,3,154,,"This magnificent property has 3 separate dwellings. It is located in the romantic northwest of La Palma, in El Pinar de Tijarafe, at an altitude of approximately 928 metres.
The plot covers approximately 6,898 m2 of land with stunning views of both the sea and the mountains.
It is located in a rural, romantic and peace",Sea views
103560356,false,21,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cf/85/42/1193355426.webp,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cf/85/42/1193355426.jpg,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cf/85/42/1193355426.jpg,First photo of the property,PLAN|MAP|HOME_STAGING|VIDEO,True,False,True,True,True,MI CASA EN LA PALMA Inmobiliaria,/en/pro/mi-casa-en-la-palma/,https://st3.idealista.com/f2/3a/ff/mi-casa-en-la-palma.gif,"Detached house in Camino de la Carnicería, Puntagorda",/en/inmueble/103560356/,95000,,,False,2,72,,"Start your own project with MI CASA EN LA PALMA:
Typical Canarian house in La Palma in need of renovation, with a plot of 1,128 m², a water tank and magnificent sea views in El Pinar / Puntagorda, about 700 m above sea level, in a quiet, rural area with a sunny climate
In the tranquil idyll of El Pinar / Puntagorda an",Sea views
108078992,false,53,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/46/3d/9b/1333172514.webp,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/46/3d/9b/1333172514.jpg,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/46/3d/9b/1333172514.jpg,First photo of the property,PLAN|MAP|HOME_STAGING|VIDEO,True,False,True,True,True,MI CASA EN LA PALMA Inmobiliaria,/en/pro/mi-casa-en-la-palma/,https://st3.idealista.com/f2/3a/ff/mi-casa-en-la-palma.gif,"Detached house in Barrio Tinazara, Tijarafe",/en/inmueble/108078992/,199999,,,False,3,221,,"MI CASA EN LA PALMA invites you: authentic Canarian finca with 3 houses, sheds, stables and a fertile orchard, ideal for self-sufficient and creative people, in a picturesque natural setting with sea views in Llano Tanque / Tijarafe, at about 929 m.a.s.l.
This authentic and full-of-possibilities finca is located in th",
102530218,false,45,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/be/e5/cf/1158648881.webp,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/be/e5/cf/1158648881.jpg,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/be/e5/cf/1158648881.jpg,First photo of the property,PLAN|MAP|VIDEO,True,False,True,False,True,MI CASA EN LA PALMA Inmobiliaria,/en/pro/mi-casa-en-la-palma/,https://st3.idealista.com/f2/3a/ff/mi-casa-en-la-palma.gif,"Detached house in Los Judios, Los Llanos de Aridane",/en/inmueble/102530218/,455000,,,False,2,101,,"Sunshine in abundance! MI CASA EN LA PALMA invites you:
Dreamlike finca with two beautiful holiday homes and a breathtaking view of the Atlantic Ocean in a fantastic location above the coastal town of Puerto Naos in Morro Los Judios / Los Llanos de Aridane, approx. 210 m above sea level.
Welcome to your personal parad",Sea views
100440975,false,34,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/05/88/22/1086434264.webp,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/05/88/22/1086434264.jpg,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/05/88/22/1086434264.jpg,First photo of the property,PLAN|MAP|VIDEO,True,False,True,False,True,MI CASA EN LA PALMA Inmobiliaria,/en/pro/mi-casa-en-la-palma/,https://st3.idealista.com/f2/3a/ff/mi-casa-en-la-palma.gif,"Flat / apartment in Fuencaliente de Ciudad Real, Fuencaliente de la Palma",/en/inmueble/100440975/,159000,,,False,2,84,Ground floor exterior without lift,"MY HOME IN LA PALMA presents:
Beautiful and bright apartment with two large closed terraces facing southwest with magnificent views of the Atlantic Ocean and the San Antonio volcano, central but quiet, just below the center of Los Canarios, in the popular residential area of El Morro, about 700 m.a.s.l.
This beautiful",
100522410,false,43,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/40/b1/13/1152004891.webp,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/40/b1/13/1152004891.jpg,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/40/b1/13/1152004891.jpg,First photo of the property,PLAN|MAP|VIDEO,True,False,True,False,True,MI CASA EN LA PALMA Inmobiliaria,/en/pro/mi-casa-en-la-palma/,https://st3.idealista.com/f2/3a/ff/mi-casa-en-la-palma.gif,"Detached house in Lodero, Villa de Mazo",/en/inmueble/100522410/,329000,,,False,2,92,,"MY CASA EN LA PALMA presents you with an exclusive opportunity for a solid investment:
Beautiful restored Canarian country house from the mid-20th century, combined with a fresh, modern and comfortable interior, made with the highest quality materials, including a tourist rental license, completely fenced plot in Loder",
109131441,false,37,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/df/50/39/1365264744.webp,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/df/50/39/1365264744.jpg,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/df/50/39/1365264744.jpg,First photo of the property,PLAN|MAP|VIDEO,True,False,True,False,True,MI CASA EN LA PALMA Inmobiliaria,/en/pro/mi-casa-en-la-palma/,https://st3.idealista.com/f2/3a/ff/mi-casa-en-la-palma.gif,"Flat / apartment in CL Mariano Benlliure, Tazacorte",/en/inmueble/109131441/,139000,,,False,1,57,1st floor interior with lift,"Absolutely accessible apartment in an unbeatable location!
MI CASA EN LA PALMA invites you to discover:
Cozy and bright ground floor apartment, overlooking a well-kept and quiet interior patio, located in the modern residential complex ""Edificio Acosta"", right on the charming Plaza de San Miguel, in the center of Tazac",Apartment
108106132,false,5,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1d/01/9c/1367679472.webp,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1d/01/9c/1367679472.jpg,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1d/01/9c/1367679472.jpg,First photo of the property,PLAN|MAP,True,False,False,False,True,La Palma Home,/en/pro/la-palma-home/,https://st3.idealista.com/eb/82/8a/la-palma-home.gif,Flat / apartment in Santa Cruz de la Palma,/en/inmueble/108106132/,226816,,,False,2,87,exterior with lift,"Exclusive development consisting of 14 apartments with a parking space and storage room, and a common area (solarium and barbecue). All homes have aerothermal heating and an A energy rating.
Two-bedroom apartments are available from ground floor up, and duplexes are available from the top floor up.
Located in the hea",
107694612,false,31,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/77/4e/a7/1320030530.webp,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/77/4e/a7/1320030530.jpg,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/77/4e/a7/1320030530.jpg,First photo of the property,PLAN|MAP,True,False,False,False,True,Wellmann Immobilien,/en/pro/wellmann-immobilien/,https://st3.idealista.com/3a/9a/db/wellmann-immobilien.gif,Terraced house in El Paso,/en/inmueble/107694612/,990000,,,False,4,490,,"The impressive property is situated in the rural and wooded area of El Pinar, in the municipality of El Paso. From the property you have magnificent views to the surrounding mountains and the Atlantic Ocean. The living area of approx. 400 m2 is situated on a plot of approx. 27.000 sqm in the middle of a beautiful pine",
106823953,false,109,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d8/c0/2f/1295141124.webp,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d8/c0/2f/1295141124.jpg,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d8/c0/2f/1295141124.jpg,First photo of the property,MAP|VIDEO,False,False,True,False,True,ILP Inmobiliaria La Palma,/en/pro/inmobiliarialapalma/,https://st3.idealista.com/98/21/3a/inmobiliarialapalma.gif,"Detached house in Calle del Socorro, Breña Baja",/en/inmueble/106823953/,650000,,,False,3,200,,"RURAL PROPERTY WITH A LARGE HOUSE, SWIMMING POOL AND BARBECUE
(The real estate commission to be paid by the buyer is 3% [+ tax] of the final price)
In the tranquil municipality of Breña Baja in El Socorro, this grand country house is located with breathtaking views of the sea and mountains. Situated at an altitude of",Villa
100871956,false,84,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a2/42/be/1101743373.webp,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a2/42/be/1101743373.jpg,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a2/42/be/1101743373.jpg,First photo of the property,VIRTUAL_TOUR_360|MAP|VIDEO,False,True,True,False,True,ILP Inmobiliaria La Palma,/en/pro/inmobiliarialapalma/,https://st3.idealista.com/98/21/3a/inmobiliarialapalma.gif,"Detached house in La Majada, Los Llanos de Aridane",/en/inmueble/100871956/,550000,,,False,2,218,,"HIGH QUALITY CANARIAN STYLE COUNTRY HOUSE, SITUATED IN A QUIET LOCATION WITH GOOD CLIMATE
(The real estate commission to be paid by the buyer is 3% [+ tax] of the final price)
Beautiful high quality Canarian style country house for sale in a quiet location with a good climate on the island of La Palma in the Canary I",Sea views
107809033,false,58,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a1/1f/4f/1324405423.webp,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a1/1f/4f/1324405423.jpg,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a1/1f/4f/1324405423.jpg,First photo of the property,PLAN|MAP,True,False,False,False,True,Angel Immobilien SL,/en/pro/angel-immobilien/,https://st3.idealista.com/a5/4d/5f/angel-immobilien.gif,Semi-detached house in El Paso,/en/inmueble/107809033/,325000,,,False,3,172,,"The modern semi-detached house is suitable both for owner-occupation and for tourist letting, which has been successfully operated for a long time. Both houses have many regular guests and an outstanding occupancy rate. One of the houses can also be used by the owner (also as a permanent residence) and the other can be",
101847892,false,18,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/76/b1/56/1135848859.webp,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/76/b1/56/1135848859.jpg,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/76/b1/56/1135848859.jpg,First photo of the property,PLAN|MAP|VIRTUAL_TOUR_3D,True,False,False,False,True,La Palma Home,/en/pro/la-palma-home/,https://st3.idealista.com/eb/82/8a/la-palma-home.gif,Detached house in Breña Baja,/en/inmueble/101847892/,486000,,,False,4,150,,"The villa you always have been looking for, brand new in the best location of La Palma with unbeatable views, to the Atlantic, to the entrance of the port of Santa Cruz de La Palma and to the summit, panoramic views forever. Villa with one or two floors with a pool on a 500-square-meter plot. The materials and finishes",Sea views
108684470,false,19,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f9/c2/4f/1353935511.webp,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f9/c2/4f/1353935511.jpg,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f9/c2/4f/1353935511.jpg,First photo of the property,PLAN|MAP,True,False,False,False,True,La Palma Home,/en/pro/la-palma-home/,https://st3.idealista.com/eb/82/8a/la-palma-home.gif,Detached house in Santa Cruz de la Palma,/en/inmueble/108684470/,1150000,,,False,6,428,,"The pretty one among the balconied houses of Santa Cruz de La Palma. This historic house in the old town of the capital is located on Avenida Marítima, extending to the pedestrian zone of Anselmo Perez de Brito Street. An architectural gem that houses the famous Piccolo restaurant, it is an excellent opportunity for a",Sea views
109734657,false,121,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f9/51/af/1383956923.webp,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f9/51/af/1383956923.jpg,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f9/51/af/1383956923.jpg,First photo of the property,MAP,False,False,False,False,True,Wellmann Immobilien,/en/pro/wellmann-immobilien/,https://st3.idealista.com/3a/9a/db/wellmann-immobilien.gif,Detached house in Villa de Mazo,/en/inmueble/109734657/,750000,,,False,3,163,,"This magnificent property is located in the municipality of Mazo, in the neighbourhood of La Rosa. At approximately 423 metres above sea level with stunning views, this recently renovated Canarian-style house is located in a rural, peaceful setting, ideal for nature lovers and just a few minutes from important strategi",
98615457,false,21,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b2/f9/c4/1018329339.webp,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b2/f9/c4/1018329339.jpg,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b2/f9/c4/1018329339.jpg,First photo of the property,PLAN|MAP,True,False,False,False,True,La Palma Home,/en/pro/la-palma-home/,https://st3.idealista.com/eb/82/8a/la-palma-home.gif,Detached house in Breña Baja,/en/inmueble/98615457/,350000,,,False,4,180,,"Excellent investment in San Jose, Breña Baja, La Palma. Old house on urban land of 2400 square meters. On top of that plot there is an old house with sea views, the house has wide and private access, the rooms are in the style of the time with large windows, all exterior with lots of light. The plot offers posibilties",Sea views
105143723,false,7,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/02/af/96/1243119352.webp,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/02/af/96/1243119352.jpg,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/02/af/96/1243119352.jpg,First photo of the property,PLAN|MAP,True,False,False,False,True,La Palma Home,/en/pro/la-palma-home/,https://st3.idealista.com/eb/82/8a/la-palma-home.gif,Detached house in Santa Cruz de la Palma,/en/inmueble/105143723/,1400000,,,False,3,380,,"Historic house in the best location in Santa Cruz de la Palma. Its four-story colonial architecture houses the best-known restaurant in the capital of Palma, La Placeta, located in the picturesque square of the same name. The construction extends from the square to the promenade on the seafront, sourrounded by the famo",
104295016,false,22,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/48/57/81/1215816674.webp,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/48/57/81/1215816674.jpg,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/48/57/81/1215816674.jpg,First photo of the property,MAP,False,False,False,False,True,La Palma Home,/en/pro/la-palma-home/,https://st3.idealista.com/eb/82/8a/la-palma-home.gif,Detached house in Santa Cruz de la Palma,/en/inmueble/104295016/,375000,,,False,3,300,,"One of the oldest houses in Santa Cruz de La Palma with many possibilities of reforming as a family home or emblematic holiday residence. A unique opportunity in the old town of the beautiful capital. This exclusive home, with more than 400 years of history, has different levels and a garden connected to each other, en",Sea views
104095777,false,72,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/75/37/cb/1209646660.webp,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/75/37/cb/1209646660.jpg,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/75/37/cb/1209646660.jpg,First photo of the property,MAP|VIDEO,False,False,True,False,True,Wellmann Immobilien,/en/pro/wellmann-immobilien/,https://st3.idealista.com/3a/9a/db/wellmann-immobilien.gif,Terraced house in Tijarafe,/en/inmueble/104095777/,630000,,,False,3,130,,"This exclusive dream house is located above LP 1 in the area of Arecida at an altitude of 600 metres above sea level and belongs to the municipality of Tijarafe.
The property is easily and comfortably accessible via a local road.
The plot has approx. 10.000 m2 of land. The plot is terraced with natural stone walls and",Sea views
109590152,false,40,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/54/1d/b8/1379399623.webp,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/54/1d/b8/1379399623.jpg,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/54/1d/b8/1379399623.jpg,First photo of the property,MAP,False,False,False,False,True,Angel Immobilien SL,/en/pro/angel-immobilien/,https://st3.idealista.com/a5/4d/5f/angel-immobilien.gif,Flat / apartment in Los Llanos de Aridane,/en/inmueble/109590152/,395000,465000,15,True,1,55,3rd floor exterior with lift,"The flat is located directly on the newly designed beach promenade of Puerto Naos – there is probably no better location for Atlantic lovers on the entire island. It is ideal for tourist rental as an investment property, as well as for personal use as a holiday or main residence. It is located on the third floor of a f",Apartment
107929111,false,55,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5d/ea/05/1328615427.webp,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5d/ea/05/1328615427.jpg,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5d/ea/05/1328615427.jpg,First photo of the property,MAP,False,False,False,False,True,Angel Immobilien SL,/en/pro/angel-immobilien/,https://st3.idealista.com/a5/4d/5f/angel-immobilien.gif,Detached house in Tijarafe,/en/inmueble/107929111/,645000,,,False,2,154,,"The villa, built in 2016 by German developers, is not only technically perfect, but is also located in one of the most beautiful locations in the north-west, at the end of a cul-de-sac below the village of Aguatavar. Stylistically, it incorporates typical Palmerian elements such as the exposed wooden roof truss, mullio",Sea views
101952319,false,40,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/57/74/06/1139214777.webp,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/57/74/06/1139214777.jpg,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/57/74/06/1139214777.jpg,First photo of the property,MAP,False,False,False,False,True,Angel Immobilien SL,/en/pro/angel-immobilien/,https://st3.idealista.com/a5/4d/5f/angel-immobilien.gif,Detached house in Tazacorte,/en/inmueble/101952319/,350000,,,False,2,150,,"The house, built in 2004, is divided into two floors and is located only 130 meters above sea level with views of the sea. Due to the location and layout it would also be ideal for tourist rental, a rental license can be easily obtained.
On the ground floor, the spacious living room-kitchen is accessed through a west-f",Sea views
